Learner 1,counter
0.1861426660692073,0
0.10713102631744,0
0.0978691590277654,0
0.0856335432592034,0
0.0629839111222027,0
0.0575902202208169,0
0.0254571139539719,0
0.0223372562453694,0
0.0165004818713121,0
0.0118845353059837,0
0.0107948860904731,0
0.006246608320845,1
0.0057413778106274,1
0.0012308052781245,1
3.0257760800239677e-05,1
-0.0009654948412907,1
