name,model_type,metric_type,metric_value,train_time
83_Xgboost_SelectedFeatures,Xgboost,accuracy,0.9782608695652174,4.67
84_NearestNeighbors,Nearest Neighbors,accuracy,0.9782608695652174,4.07
85_RandomForest_SelectedFeatures,Random Forest,accuracy,0.9782608695652174,5.15
86_ExtraTrees,Extra Trees,accuracy,0.9565217391304348,5.0
87_ExtraTrees,Extra Trees,accuracy,0.9565217391304348,5.01
88_Xgboost,Xgboost,accuracy,0.9782608695652174,4.82
89_NeuralNetwork,Neural Network,accuracy,0.9565217391304348,4.8
90_NeuralNetwork,Neural Network,accuracy,0.9565217391304348,5.14
91_RandomForest,Random Forest,accuracy,1.0,5.24
92_Xgboost,Xgboost,accuracy,0.9782608695652174,4.92
93_NearestNeighbors,Nearest Neighbors,accuracy,0.9782608695652174,4.45
94_NeuralNetwork,Neural Network,accuracy,0.9347826086956522,4.98
95_NeuralNetwork,Neural Network,accuracy,0.9565217391304348,6.79
96_NearestNeighbors,Nearest Neighbors,accuracy,0.9782608695652174,5.12
97_ExtraTrees,Extra Trees,accuracy,0.9565217391304348,4.96
98_NeuralNetwork,Neural Network,accuracy,0.9782608695652174,6.22
99_NeuralNetwork,Neural Network,accuracy,0.9565217391304348,5.15
100_ExtraTrees,Extra Trees,accuracy,0.9782608695652174,4.97
101_ExtraTrees,Extra Trees,accuracy,0.9347826086956522,5.3
102_DecisionTree,Decision Tree,accuracy,0.9347826086956522,4.4
103_DecisionTree,Decision Tree,accuracy,0.9347826086956522,4.31
104_DecisionTree,Decision Tree,accuracy,0.9130434782608695,4.53
105_LightGBM,LightGBM,accuracy,1.0,5.32
106_LightGBM,LightGBM,accuracy,0.9782608695652174,5.33
107_LightGBM,LightGBM,accuracy,1.0,5.61
108_LightGBM_SelectedFeatures,LightGBM,accuracy,1.0,5.37
109_CatBoost,CatBoost,accuracy,1.0,5.65
110_RandomForest,Random Forest,accuracy,0.9347826086956522,5.79
111_NeuralNetwork,Neural Network,accuracy,0.9130434782608695,4.83
112_Xgboost,Xgboost,accuracy,0.9782608695652174,5.13
113_Xgboost,Xgboost,accuracy,0.9782608695652174,5.28
114_Xgboost,Xgboost,accuracy,1.0,7.84
115_Xgboost,Xgboost,accuracy,0.9782608695652174,7.7
116_Xgboost,Xgboost,accuracy,0.9565217391304348,7.58
117_Xgboost,Xgboost,accuracy,0.9782608695652174,5.59
118_ExtraTrees,Extra Trees,accuracy,0.9782608695652174,5.3
Ensemble,Ensemble,accuracy,1.0,16.94
