Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.0240589463921411,0.0034355803795154,0.0160522796505311,0.2520757208648724,0.3432086175026078,0
0.2089854052674948,0.2404809907160928,0.0005375060112124,0.0073010455228437,0.0180628447047494,1
0.1249410859807254,0.0988901333267647,0.0683574978687007,0.0168791339536531,0.0161859528681209,0
0.0069371509641456,0.0157365780107485,0.0771949549926538,0.1986476950694107,0.0009019336304181,0
0.0217192847548025,0.104428279179631,0.0138624194487371,0.0004842947805277,0.1361277809845433,1
0.0872651931009745,0.0610390502497232,0.0807758399440529,-0.0003363558746598,0.0433320698348332,1
0.095736624045485,0.089648715051062,0.0736514808868804,0.0098051967493409,0.0014873701700039,0
0.0161871406218425,0.0043588178377909,0.0919594931371896,0.1245339687638709,0.0051287512309619,0
0.0083176692792642,0.0412096363858995,0.0459095576003411,0.0154392095523732,0.0155551752847196,0
0.0455317582371319,0.0107307242908261,0.0037920772951677,0.004496365243355,0.0423487350082477,1
0.0115019339668857,0.0100075375323054,0.0033933056400646,0.068600012888948,0.0075961592311164,0
0.0022672742000434,0.0412347967251091,0.0184904817358385,3.291649047263423e-05,0.0061869990459229,1
0.0045707948587238,0.0017375513795414,0.0221406489972688,0.0110346830243762,0.0253840535504282,0
0.0028216134875041,0.0024800520354966,0.0246929516900258,0.0033089488185269,0.0034762242015232,1
0.011765495428789,0.0002954727956343,0.0010690262992479,0.002672770112435,-0.0030048339767321,2
0.0054455796061624,-0.0010437151042301,0.0004163590017902,0.0017861767663849,0.0030004848465498,2
0.0018071811138967,0.0013779417127449,9.253900134365e-06,0.002451766679844,0.0030138194549829,1
-0.0004964713732115,-0.0019512671651231,-0.0001756071669849,0.0087041100445088,0.0002027273480639,5
0.0019121719330413,0.0,2.0397035186836556e-05,0.0020385864375474,-0.0001648190877281,3
0.0030065100883816,2.089025052287585e-06,0.0001262188684773,-9.954097832232944e-05,-0.0001652842619676,2
0.000215097504749,0.0,0.0,0.0023433626217059,0.0002617524766468,3
0.0020192260635589,0.0,0.0,0.0001558252926255,0.0002692227683623,3
0.0,0.001102514265108,0.0,0.0009519138987414,0.000362323983626,3
0.0,0.0022040099485193,0.0,-2.152082044801218e-05,0.0,4
0.0004615440793163,-1.2237395724312704e-06,0.0,0.0011241335464974,-2.7478111081002957e-06,4
2.35226726902904e-06,0.0,-2.066469465865639e-05,-0.000254846864963,0.0014278331764219,3
0.001455726199673,-0.0002000663242979,0.0,0.0,-0.0003520305118424,4
-3.311184669255729e-05,0.0,-0.0001194491345896,0.0007726482770776,-1.5216792766831188e-05,5
0.0005286930037937,-0.0002684777310489,0.0,-6.70607288429742e-05,0.0002406955069348,3
-4.043808698056539e-06,0.0,0.0,0.0,-3.9606839540407e-06,5
0.0,-4.156526602375754e-05,0.0,-1.4284260509109248e-05,0.0,5
1.8800618245090606e-05,0.0,-9.917193443120809e-07,0.0003510196931435,-0.0016614754422668,4
